ExperimentID,Investigators,Bin_Original,Bin_Final,Treatment,PlantRep,SoilDepth,HtFirstInflor,MassFirstInflor,CountRayFlowers,CountDiskFlowers,MassVeg,FinalMassTotal,MassRemoved,,,,
Resources,GrossMoserNataleVirlarknight,3,J,Control,13,1.1,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,3,J,Control,18,0.9,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,3,J,Control,19,0.7,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Low,2,2.3,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Low,3,2.4,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Low,6,1,,,,,,,,10/12/16 - plant is dried out and dead,,,
Resources,GrossMoserNataleVirlarknight,4,F,Low,7,1.5,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Low,10,1.4,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Low,19,1.1,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,3,1.5,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,4,1.3,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,6,1.5,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,15,0.3,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,16,1.5,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,19,0.2,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,20,1.1,,,,,,,,10/18/16 - no plant detected,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,22,1.6,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Mid,23,0.9,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,High,4,1.4,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,High,13,1.2,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,High,24,1.3,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Control,8,1.6,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Control,10,0.8,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Control,11,1.2,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Control,12,1.4,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,4,F,Control,16,0.6,,,,,,,,11/25/16 - longest leaf ripped during measurement,,,
Resources,GrossMoserNataleVirlarknight,4,F,Control,17,1.9,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,17,1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,12,0,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,15,0.3,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,15,0.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,16,0.9,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,20,0,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,11,1.1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,22,1.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,3,0.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,6,0.1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,11,0.6,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,10,,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,19,1.3,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,13,0.1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,16,0.6,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,9,1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,14,0.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,9,0.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,13,0.7,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,2,0.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,18,0.6,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,13,0.3,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,17,1.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,6,0,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,22,0.9,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,22,1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,8,0.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,23,0.6,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,7,0.6,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,12,2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,20,0.7,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,17,0.2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,24,1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,18,1.6,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,21,,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,7,0.6,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,19,0.2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,14,0.8,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,10,2.2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,23,1.3,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,5,0.2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,21,0.9,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,8,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,5,0.9,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,4,1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,20,1.2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,4,1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,6,1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,24,0.1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,23,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,14,0.9,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,19,0.7,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,21,0.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,18,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,12,1.1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,1,2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,5,0.8,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,8,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,3,0.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,15,1.5,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,9,0.3,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,1,1.2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,1,0.1,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,10,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,10,0.7,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,24,2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,B,7,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,3,0.2,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,2,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,C,4,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,2,0.4,,,,,,,,,,,
DroughtStress,AlexanderArcherGonzalezOh,,,A,11,1.7,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,1,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,2,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,3,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,4,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,5,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,6,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,7,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,8,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,9,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,10,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,11,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,12,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,13,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,14,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,15,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,16,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,17,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,18,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,19,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,20,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,21,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,22,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,23,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Treatment,24,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,1,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,2,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,3,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,4,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,5,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,6,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,7,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,8,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,9,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,10,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,11,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,12,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,13,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,14,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,15,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,16,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,17,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,18,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,19,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,20,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,21,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,22,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,23,,,,,,,,,,,,
Variability,ByarsLarsonSchaefer,,,Control,24,,,,,,,,,,,,
